"children_youth_justice","adult_carers_isolated_18","adult_carers_isolated_all_ages","adult_carers_not_isolated","alcohol_rx_18","alcohol_rx_all_ages","alcohol_admissions_f","alchol_admissions_m","alcohol_admissions_p","children_leaving_care","depression","domestic_abuse","self_harm_female","self_harm_male","self_harm_persons","opiates","lt_health_problems","lt_unepmloyment","looked_after_children","marital_breakup","old_pople_alone","alone","self_reported_well_being","smi","social_care_mh","homeless","alcohol_rx","drug_rx_non_opiate","drug_rx_opiate","suicide_rate","unemployment"
21.6,33.9,49.8,1.62083877560688,2.9388277173582,749.19,1488.21,1088.37,4.32246704653836,32.688937518728,8.52813018098638,19.8362784602048,224.262679404724,140.14249983187,181.622014990624,5.49851007090518,17.5603590801645,0.312049619106444,69.9180052483905,12.3470368230093,5.52396142769085,12.1421979529791,19.98,0.795669708144093,406.28078314593,2.05045926504984,45.67022539,43.09031556,6.383928571,11.6296273810858,5.2
32,38.2,52.8,3.23285450177461,10.1829973603298,1190.35,2389.28,1748.29,5.54521168946814,47.6541567012534,7.71770213897094,20.8293655832064,299.290687534397,270.906179742044,284.566886293165,19.1371233589729,19.6528162367495,1.00654841673445,115.988419140787,13.263314747164,5.1731368794214,15.7421621536075,21.45,0.870167612868343,191.29980627099,3.47948932607786,43.49680171,42.31738035,10.00606428,13.3455546364349,7.3
27.8,35.8,42.7,1.70422979324014,2.81535758795177,676.26,1521.32,1060.44,2.14310206880786,21.3020902676075,6.2107244871462,21.6449216405548,102.545008137374,49.0614934158689,76.8053180834801,4.76502317886501,12.4340872172935,0.201559297029788,30.6217547596858,9.06079050774328,4.32469077373719,11.6386753475997,19.81,0.841456473471816,480.364528053289,2.68328445747801,49.23857868,46.21848739,8.219178082,7.04931933921829,4.4
42.6,40.5,39.9,2.5069738360908,5.6331762216237,882.66,1706.65,1261.18,5.97084203641581,23.2864230029361,8.94534157088349,22.665090957199,188.513390681644,98.9765705679889,143.624475269294,8.97021110834587,17.7444858423796,0.430163425492034,65.8094563126455,12.0335762646852,4.89684291334805,12.6074752902792,21.1,0.923517408728262,562.013273487551,2.24049883225871,43.39339339,47.53694581,5.405405405,9.99229900084475,5.4
24.3,43.5,45.7,3.77540294323756,9.58304134548003,1342.49,2620.75,1916.53,6.56803979084301,33.8607400110817,11.6860053998457,27.6183650474617,375.924894191513,240.780398750798,308.970731050021,11.4113422460453,24.5049454051942,0.527617301583918,89.269223665579,11.3849434847515,5.47072211876681,13.1326298365405,24.86,0.986103179135732,312.269979702451,1.13530973168314,49.50819672,41.54302671,5.614035088,8.40945218341627,5.6
35.5,39.4,39.1,2.02300287047705,6.02214368006874,1059.43,2185.92,1572.48,10.8221069522708,43.7188006740644,6.88500578840656,21.6449216405548,88.7439307039156,63.4853412686817,76.0249920731215,9.95172143518248,12.759084880199,0.669427020058017,73.129630218435,11.1180024164317,3.06830033888591,14.8919863645906,24.24,1.27700700822291,407.832131032517,3.75907609627809,49.13793103,39.51434879,6.614785992,10.1559010890744,6
35.3,38.3,42.8,2.06280984701802,4.94053064958829,996.26,1879.26,1404.78,5.22702836820776,24.2346730966617,9.92283050301285,21.7236368813571,240.320858927687,151.720497404924,194.689105370805,8.95597678999429,20.0635341263289,0.278997780236639,67.8163541276332,12.2018149214802,5.76238304452902,13.4846585735565,22.6,0.958382675655164,366.092111314574,0.488495728616986,60.70640177,57.24137931,9.470588235,11.3790562895351,4.3
29.9,42.1,45.5,3.82718107236987,6.1343820810689,884.73,1839.13,1323.94,6.9757066958673,23.9855348774278,7.74309636152088,22.665090957199,295.792199113204,194.717430475585,244.767568441,10.7453581883447,16.7239532392529,0.476463676767042,75.3391800637154,11.0038893014893,5.24028095103319,14.5943314833881,21.75,0.928808488758005,114.888998762892,1.52632072078607,25.36372454,24.46043165,3.896576839,10.8922225484805,5.1
31,32,35.9,2.26933901122213,6.1385036375597,891.79,1843.8,1328.22,6.35519052107176,21.3769178149125,8.2285748420326,20.5626709721676,224.957134504837,170.193371539849,196.214707352819,12.1784548422198,17.3226937990959,0.373564725003932,78.7892113749634,9.85684679152594,3.74991835833383,11.4923474544906,17.54,1.03794109300821,436.055276964684,1.01478917558213,33.39317774,33.24250681,6.115965052,9.4658105937343,6.1
31.4,40.6,46.2,1.49876665947609,2.83621425422759,643.52,1286.26,938.75,2.83993937821712,18.7924211271031,9.6795574107442,20.5626709721676,214.25974891435,112.898141357043,161.774475588999,6.32474027571183,16.2067306288039,0.12197057075122,34.6370114891704,11.0011479850237,5.20624762287945,11.3938334742579,19.89,0.709299346740105,261.951212210419,1.3352194812131,38.78787879,35.68281938,6.553191489,8.9446870079427,3.4
36.6,36.7,41,1.3057729376338,5.30747843698091,904.4,1853.84,1328.76,11.2649781158068,37.7498149518875,7.00713405145409,21.6449216405548,107.782065625374,59.9230538040965,84.2253690114959,9.37071314025156,14.4027402722149,0.544921190472761,68.8378978534419,12.395028091557,3.65622553431233,14.516612887884,20.65,1.30719573810585,444.750138337979,6.1486508012361,42.10526316,42.45524297,6.298200514,7.18538147775191,6.5
31.8,37.1,48.3,1.85041778434499,3.92790148728177,721.48,1391.89,1033.38,4.97905412076675,21.0971947763346,9.16608153452387,17.1803411779189,173.335224707797,121.133153571815,147.206516052153,6.86302291806879,20.3771300618088,0.388703487965965,43.9524891173637,12.4613239829327,5.99715491135574,12.4694453508275,17.15,0.772921073873619,250.132735531827,1.66332217101346,37.13968958,31.2039312,5.850191361,10.1050853652957,4
23.7,27.4,44.4,3.26225105762179,12.3887246164245,1329.99,2579.01,1910.14,6.0207224866984,43.4998072793348,9.19329275349995,27.6183650474617,288.126566637443,165.110463996026,226.577880308641,15.9811035686166,22.4306679673681,0.58130486922929,114.531138153185,11.144560472812,5.46785607163091,17.9906017752202,21.22,1.31076302325046,384.859837560404,1.14408395598808,50.43478261,47.07668945,4.776847978,9.34714185153481,6.6
35.3,40.6,46.9,2.72648724759192,6.89942078146501,1020.56,1948.28,1453.34,4.7289033836119,31.1987449190615,6.48192972205993,21.4049968908943,224.018347559458,122.364900629361,172.566514278214,12.349946351545,15.0525834026407,0.401516357269978,67.7458461099622,10.5417239285372,3.55794372584334,10.0814194066951,19.18,0.967649892690108,173.974901220917,5.04066903425364,26.61691542,25.97402597,8.153477218,9.00707579758277,5.7
33,42.9,41.6,3.5487578114596,7.72144594001391,1345.6,2638.46,1939.35,8.56345995207605,40.9339769064147,9.15975234806048,22.4798235258081,191.020538667761,180.346527714552,185.669138603854,11.5741858630737,17.7617182142878,0.435316739664566,105.319711415463,10.3475643872825,3.92719788786562,15.020892667817,24.55,1.22652741171351,604.063389788209,4.1349829804473,33.69369369,26.76431425,7.601809955,10.6068714652827,7.5
29.5,44,41,1.49423819859182,3.89636796088501,771.09,1533.5,1120.82,5.99551983133483,33.2420496098017,8.94333296076897,19.8362784602048,163.906850470829,117.470023007801,139.929161237391,6.98300008319698,16.4266363550251,0.553582267383045,68.0670539629272,12.707174446941,4.56482606889549,11.321291751927,23.19,0.675911375135994,142.266904568546,3.72794891461392,42.67515924,42.30769231,7.455429498,11.1220621949514,6
29.8,40.2,39.5,1.97624703087886,2.28028503562945,776.91,1661.36,1175.1,4.70426555314763,24.8869267891536,6.05779165747588,21.6449216405548,120.998749349156,76.3918835751521,97.5517457663711,4.55187343641355,12.6353953318344,0.35990577012564,35.7073297409596,9.48520268589903,3.88210900175061,11.2472694067613,20.23,0.860148571116829,108.191999761231,1.67751299775142,60.73298429,60.20942408,8.256880734,9.03647248147826,4.7
46.2,47.1,49.4,7.15630183193872,15.1419146834641,1310.21,2600.25,1903.74,8.10493761330916,50.0563133525216,7.08260604830526,33.7603870459882,378.05622782167,287.879404554197,331.43490446878,24.0295339994695,20.8637979365951,1.05305837434817,118.883744212239,11.5262342743798,5.35415258967655,13.0056699668028,21.21,0.907687831290245,1057.77434926423,0.722034073131737,27.82764811,22.19178082,3.468634686,18.2617545661299,8.1
39.5,34.1,43.9,0.685510473363022,2.72142503711034,832.79,1586.5,1172.56,5.97969684327632,28.7343284484975,8.05262223799805,22.6886168163391,168.788864130654,116.104134636656,141.876958569493,5.87510439114413,13.8806611982108,0.305550940978238,51.4193245920481,13.0378588526022,3.48661410939748,10.3544575725027,14.14,0.668688702129885,168.083967279654,7.51435727959314,17.26618705,23.93162393,6.292134831,7.10814838365405,4.3
44.5,51.9,49.7,1.93944479646533,6.67888274279451,1083.99,2151.36,1582.41,11.9326419092227,43.2716932478497,7.23723925145885,25.3366651022574,272.190671576791,202.09342659401,236.095340792188,10.1958133037716,18.7656374363349,0.566536887291604,88.3095780568361,10.4486160816182,5.4219577304839,14.8728669822869,19.65,1.00322049251937,270.142677297524,1.48167879201558,24.39372325,18.05555556,3.211009174,10.613904052653,7.1
35.9,36.2,42.9,1.19941270136692,4.83073805240193,1007.65,2098.54,1516.29,7.55786490316486,35.785857429144,4.61029323842415,21.6449216405548,125.508508779996,68.2408675734467,96.0956396699668,10.3736233337368,13.8679282040625,0.391512521982465,41.750167000668,9.98865975051451,2.28784120728475,8.67164037659023,16.18,1.10660793890608,197.554048463494,11.8907641031535,34.51882845,35.3200883,8.231368187,7.32935386988344,6.2
32,39.4,49.3,1.68160882823527,3.83040939787146,762.59,1468.43,1090.87,6.15302300695559,24.711059241043,7.86594956480495,17.221490919427,231.139830997645,126.081266349277,177.542642596496,7.44666125454076,20.0994768547876,0.246571704948504,62.2242335105781,12.4119270083027,6.33702002991527,12.9760463805613,18.83,0.889026877789685,217.551541834466,1.55068059086367,33.66583541,27.47440273,6.396686608,12.5453503756189,4
40.3,46.8,47.5,1.2590143033587,7.68954938443763,903.52,1931.04,1380.41,6.15422487537695,52.6254239270261,7.52705033714913,20.8293655832064,241.793252522372,162.426536550018,201.174597700855,14.6109547348843,19.4967923015237,0.903245560318432,86.2472225470705,13.8053904480704,5.8243443651528,13.8117450217383,19.98,0.838882437972464,94.4792618020344,1.24570021091969,32.66129032,27.56756757,4.96969697,9.94565380213523,6.3
47.3,44.6,51.4,2.48457400374551,6.77475434054332,893.77,1801.1,1310.94,6.96272892165467,19.8412698412698,9.55700985214651,20.8293655832064,181.592053672159,132.129091607229,156.684371672896,12.4106312417208,19.2772595344171,0.613767573891862,56.6893424036281,12.9657249917343,5.39334784260058,11.7078934834902,19.86,0.723554317930224,743.405988878646,0.466622749231445,34.68634686,29.48717949,6.515580737,7.50462892941856,5.4
33.5,52.2,50.4,1.52704929411694,4.75618515321797,868.19,1665.77,1233.65,6.13615499830893,29.3317064013516,10.0788083484888,17.2552710308201,257.669946395846,94.8499300653267,175.772774323518,10.1365676477883,19.1246309844693,0.101449510607561,51.6238032663788,12.6270236387526,6.285857698582,13.6102396787552,18.8,0.808359985949603,131.71983615752,1.18962645729241,39.72125436,30.76923077,7.592891761,10.0912952970249,3.5
41.1,50.5,46.2,3.7281242297264,5.28099580971161,1128.03,2150.32,1584.12,7.00814181181078,43.3039691180837,8.22397149070107,25.3366651022574,364.374438444614,250.827145831533,305.262673076819,8.49719316543452,20.6199172314879,0.475087361105658,71.7608631099673,12.971263810816,6.34773176929025,15.5466953229354,23.69,0.864781728714245,230.131942313593,1.57842327167948,34.63414634,28.74617737,7.130434783,12.8006983092047,5.7
37.7,40.6,46,1.68953459311752,2.71193022098204,774.23,1529.58,1121.01,6.43414033647928,17.0766485369581,8.2775471741383,15.221108992094,235.482486281129,137.619873273445,183.576378434434,5.29520855475783,17.5047127558592,0.148763180139698,35.0071295007642,11.6356123564955,6.33530372933487,12.8649008623057,17.3,0.762918072481462,528.65419745733,1.28088525087161,33.58851675,33.42541436,7.645259939,10.0932004739643,2.3
32.7,33.2,42,2.23947986274156,4.46451146830414,838.37,1613.41,1198.18,5.43535205364627,30.7470928623699,10.6958845393063,17.9912301829052,377.389836189833,220.9109240667,297.624560382326,7.45615279982358,16.1837815339792,0.304983833646789,61.186714796116,12.8026407691294,4.58311945442546,11.7474517855833,14.07,0.821880592566412,213.958464150329,2.34241058968941,39.39393939,35.97560976,7.62925599,10.671812874858,4.4
44.7,48.7,47.8,2.79086469966002,4.30925122856596,940.28,1908.29,1391.51,6.23307117449336,31.2283722421971,9.35101796999547,25.3366651022574,277.856969362938,202.820669329567,239.372599065459,6.41156532037408,20.725378763907,0.624744064931383,64.988774666194,11.8895949832546,6.24841028877205,13.3313586034367,20,0.908219870449211,225.296506294892,1.33147304829423,32.9305136,30,4.004576659,10.9602533495821,5.5
34.8,39.4,43.5,2.80396325564603,7.72995306670945,1067.65,2184.75,1592.47,11.1861960372655,38.67386556661,7.63144938116501,20.70966425258,239.286556840616,146.113240499527,191.681970980516,12.1456943513524,18.1176393614237,0.984269662921348,90.2390196554234,11.0649969612641,4.69596670095051,15.7442240921108,22.13,0.981950169447947,221.126365395864,4.6087929903115,30.68862275,38.65877712,5.567928731,8.9634746828729,7.6
28,32.1,44,2.22148416448383,4.38343631327627,833.35,1644.1,1207.82,4.05687156170715,22.9661203792166,8.22720075997467,20.70966425258,239.286556840616,146.113240499527,191.681970980516,7.70442694759534,20.3196225003245,0.362038376067863,50.831679772666,12.1027848573382,5.51412948867291,12.2392288638811,20.97,0.711735642497522,118.87680192205,1.36075738189119,36.07095926,33.56741573,5.598543468,8.1616544710661,4.7
31.9,36.7,38.9,3.55944685377629,6.29478532268811,1050.42,2136.99,1550.56,4.43466974329391,29.1570191235743,9.29108485499463,22.4798235258081,177.324331896904,157.223819738395,165.679843991782,11.5082607431207,19.7094670004491,0.397174088784226,71.1774290369608,12.4605877159793,5.13778733700766,12.004301653448,18.05,0.960742368906578,148.382262384355,0.508801177820599,47.05882353,39.82683983,4.728789986,9.63641320762493,6.4
33.1,41.6,44.9,0.814885492591693,3.4157440393855,728.32,1438.08,1057.1,3.96464127338404,19.7490460505435,8.84379865075246,22.6886168163391,267.483289448822,148.803911381015,206.054386373838,6.68022602987767,13.7283992915243,0.068106837695634,41.614061320788,10.2171352890936,4.78321548344093,11.3498018743821,20.48,0.807996219124926,90.7041544921535,1.20193649458756,51.77935943,44.64831804,7.342874922,8.73206519880891,3.6
33.2,48.7,46.1,2.44692535487369,6.88892905306769,947.03,1926.19,1402.25,4.98875085591314,38.7718746725348,7.41819461276829,16.764297942372,318.437150784919,180.001664263789,247.364647590088,12.4461503579179,16.6589519198828,0.195233059464736,75.4479723357435,13.5610228727638,4.45093412969471,11.6880331303932,21.47,0.852941612000415,155.290220167023,5.65217391304348,34.95702006,24.79338843,4.615384615,10.8557494114999,4.6
26.7,36.5,46.2,1.97772556794083,8.25402574379161,970.7,1874.58,1392.1,7.44224085054181,36.5792614839629,11.2355254773571,20.8674043258163,361.247529075109,189.250336350102,273.347658035998,12.19963887217,20.3569645531702,0.411750173523287,77.9715836894998,12.9842743803841,5.33771405814417,13.6666666666667,21.73,0.944441513216905,94.8638856247552,2.18136770857646,29.47658402,34.24657534,4.442712393,9.46735692443379,5.6
41.6,47.3,42,1.56978047990432,2.95683518966104,823.34,1615.24,1187.19,4.64972969944819,28.5206187296581,9.16356068231901,14.8288708389827,329.169501968273,178.055834098367,253.148216076526,6.02650365586288,18.4279860476142,0.148372844472287,60.3966043686877,12.6030855999869,6.47471106731081,13.1864951103699,18.17,0.85558553102461,303.318186500624,1.88086823304564,40.90909091,40.59405941,6.614785992,8.41433867724066,3.9
39.4,57.3,45.6,5.50912656509277,6.05822899381505,915.19,1795.55,1324.41,5.04899020195961,28.5609834117808,7.94165406485238,18.3785576294519,397.709470227833,239.596973788685,313.707311718893,9.98348911400907,16.0244030898876,0.280184641678866,73.1161175341589,13.1791983546181,5.16565692919841,13.7319296982784,16.75,0.896362560728563,600.682493237715,5.61823104693141,40.33149171,35.46099291,6.303724928,13.2947489077386,5.7
36.2,52.2,45.2,0.808161632326465,5.4250850170034,807.27,1575.51,1167.5,7.84760882688309,34.3095545247441,7.20434854588599,22.6886168163391,332.612849590576,182.66902843644,256.929605860276,12.0441619270659,12.9160297499004,0.284103927049443,60.3848159635495,10.0579700912551,3.93444789532809,12.7119540077975,21.89,0.827280593649212,517.416525049606,4.89649188050081,44.69273743,54.44444444,9.16271722,9.93753981659401,4.5
50.8,48.2,49.2,1.2894257940028,2.68401752155902,834,1806.51,1276.82,4.56700701050121,18.6234602389124,4.51685266745484,21.6449216405548,65.2893837185209,51.6384260099585,58.0748032468307,5.82420463366113,14.830268487651,0.248667298696051,28.6003139383297,9.08834308136522,3.60301886248166,9.09697356512082,22.24,0.845398764971285,141.506292868083,4.72044379605453,50.25380711,44.74885845,7.004830918,9.06585211015801,5.1
40.6,53.2,52.7,3.53701331253829,7.3246811117919,1114.8,2173.25,1602.97,8.10493761330916,31.0615750045679,10.158164810854,33.7603870459882,308.73180997712,213.459024419215,261.422226706834,14.2993668617847,22.7235402472314,0.922385251609593,73.0860588342774,12.0960985848249,6.56392566210455,13.9887552359832,18.6,0.990965805426402,251.721143317433,0.646830530401035,39.93506494,37.26415094,7.570422535,11.8444035482083,7.4
32.1,39,48.2,1.86148919135308,3.43608219909261,645.35,1387.61,975.76,2.14310206880786,11.25644431437,5.47392325939583,21.6449216405548,221.47532850262,61.2309722595702,143.302546282095,6.45247384079188,11.4695973046687,0.211118369688182,25.8898219230509,10.1771385919548,5.12444458929483,14.127258308075,20.17,0.849798639443832,115.660421003932,2.76467912966465,37.5,36.02150538,6.273062731,7.11194367364524,3.8
45.8,47.9,49.1,2.98689461496773,7.5257427205991,1146.21,2255.46,1658.61,9.69133000453926,38.344312260348,13.0337142694292,22.4798235258081,196.834787254384,134.305438581304,164.946451938302,13.342471346496,20.953807056245,0.42704573474147,95.3691869039426,13.1197728198615,5.14096739711384,13.4491677483393,20.81,1.10436659005982,513.538748832867,3.17346400977831,44.44444444,45.65972222,4,10.8303761615303,7.3
37.3,53.2,45.4,2.7986173848148,6.52519737617346,927.01,1810.23,1330.26,6.58279695728496,33.7142451557953,11.8332347434136,29.9772015850327,183.755284544728,136.93242937166,159.432477668182,11.5843270868825,21.9947139303483,0.626686935749077,76.3006600894315,11.9374284917651,5.59502455607165,12.1025793666335,22.75,0.904192586083297,749.3733688209,0.560416516017066,47.00665188,36.91275168,3.93258427,13.9203701661044,6.5
37.4,40,43.8,3.07996803607055,6.12818382434657,1400.97,2868.56,2100.09,7.03986429177269,41.7920427950518,8.34623597873076,22.4798235258081,390.649736478122,297.454239847737,343.315207178654,8.64995208210962,20.6969516912962,0.415318431460061,103.087038894461,12.2232227990253,5.50436618114616,16.5323675474937,18.53,1.0330908429234,566.359559293236,3.47336779207449,55.79268293,58.55130785,9.181141439,11.6433048153135,6.8
31,40.2,52.1,0.970646316564581,5.05823877899388,1020.53,2081.35,1508.81,7.25530842063981,27.3196269282574,7.3783963089171,22.3660077905046,222.741689488393,154.944598211955,186.795319622607,10.6216452439621,20.9057887510022,1.08972212085918,66.7107169178378,11.1723573268715,5.09139405350278,11.7462278706101,15.26,0.913724891295265,68.6320057439709,4.32095345874123,40.06116208,47.47474747,7.549120993,10.7824700506304,8.4
22.9,40.1,52.9,4.09904976573613,8.52984080963049,1091.19,2094.25,1541.63,5.00149298297999,25.3754628672393,8.7978782403349,27.6183650474617,321.418716741339,168.331930056668,243.466132493121,9.99632400896468,22.6673728039738,0.48792314452829,87.4043720982688,11.6991631152428,6.82766215419526,14.0231444917815,19.44,1.1838178764151,297.88595044432,0.656931878658861,31.04238259,35.24590164,4.136690647,12.821349311392,4.8
28.9,43,38.3,2.08654246983319,6.01218487301294,820.87,1628.16,1195.01,5.44934786492764,23.3078098428018,8.89457963481724,29.9772015850327,164.27911801296,100.783686162928,132.069033159542,9.75537103920765,18.7652207896537,0.735887258332487,45.7523674692035,10.224904538355,5.37301693305433,13.6004259234525,23.84,0.896298956011571,732.692426688568,1.77738374179385,30.79847909,33.83458647,4.061371841,8.98059313126081,6.2
43.4,40.8,48.6,3.0076809701269,3.78656249625538,726.53,1428.25,1052.63,6.86056010723095,19.3965153738468,8.94781368783537,17.7819428229425,176.622450631482,110.035033766172,143.043353811512,6.29583071443537,18.562762756877,0.173852573018081,47.2262983015399,11.5531328687361,6.06238450884189,12.589584248599,21.16,0.760852335771382,108.404398438977,1.99861805591673,36.13595707,31.83673469,6.018518519,7.76102480690645,3.4
22.7,46.4,41.7,1.39435382205753,5.07124575008595,1006.82,2114.2,1522.87,7.79019980970504,34.5159143019156,5.9856351831868,22.6886168163391,161.906796141182,132.993160210852,146.359616621736,9.19571212341123,13.3975250526015,0.221572744442217,46.8430265525998,11.2447840967697,2.87264579769072,10.3416680386837,22.42,0.928506315926553,192.965045760282,4.43405946423315,70.87378641,57.14285714,17.43589744,9.64220700332931,4.9
21.5,35,40.3,3.63021653603157,4.19572765470986,860.5,1604.17,1195.75,4.22687082165193,28.519404163833,7.64798353350976,22.3660077905046,263.570232721399,161.14687380713,211.136649908231,7.42641206154417,17.8672692259307,0.371823676465935,78.9768115306145,10.408793203298,5.81411791093536,12.2396836464525,21.17,0.76188527688948,292.686948635502,4.76168829692934,33.56643357,38.95781638,7.231404959,10.0227852872483,5.2
45.4,42.9,44.1,1.026091377597,3.15453768112593,795.18,1580.04,1158.42,4.5643228090352,20.6076037478362,8.99341432196747,17.2552710308201,386.331101920285,159.178068913992,270.83057038136,5.87848092007826,18.8055218011518,0.149225426769176,46.2526217451435,12.5524252265826,6.47813677183809,13.0601171092427,19.48,0.785532254160794,397.439516194444,1.55840416026154,51.54362416,48.36065574,11.84433164,10.6963354882042,3.6
32.6,43.2,46,0.792551877182431,3.46857998013958,821.63,1628.13,1195.18,6.10741871744207,17.4058344357029,8.37994697747737,17.2552710308201,299.377235335281,125.458559403255,209.650877573848,5.96385094375225,15.5704483439701,0.147260946397016,28.7196268189097,11.0793705981573,4.76400717253986,11.0585692874322,16.71,0.559436866248189,256.178788396321,1.35097901538516,59.75609756,38.07531381,7.385229541,7.31140303110151,3.5
31.7,39.6,50.3,2.64601214151141,5.46786686204731,1138.07,2242.5,1637.15,14.673157162726,44.5312232384476,9.85631319924675,25.3366651022574,250.852256373346,263.53159579092,256.688868177755,7.46003923041609,23.2779979342051,1.06721307976351,99.3388826088446,13.0981996726678,6.79688405155082,15.9879778366921,16.56,0.928102560150038,220.114019061874,3.07177172805357,36.68831169,38.78504673,5.708245243,7.41969330061731,8.1
34.8,47.4,40.8,2.11482051985949,5.20571204888489,917.04,1873.99,1363.95,8.75213045280759,41.7073567708333,8.30163551614992,18.3785576294519,426.143590795824,276.096231177733,348.067420692424,8.65252778669156,16.2101805962462,0.217763711855056,120.035807291667,11.7462947620363,4.93874174359513,14.5500943276474,18.8,1.10320849496377,934.838948537579,1.47453215766608,32.47232472,31.76470588,6.385869565,14.2107242101929,5.8
44.9,40.5,44.6,1.58894893175393,6.48462942418495,846.81,1663.72,1219.41,5.73496659242762,27.342325920525,8.48997621474686,19.7137220427833,143.770494622107,109.106756836239,125.901789544903,9.18442648457852,18.4938211887733,0.271655468424579,67.7048070412999,13.9090178565079,5.97764288088449,14.2201540623597,19.2,1.17077848957183,161.730708856183,1.54834713942866,28.28282828,24.92401216,9.943714822,10.8136767064676,5.1
39.8,28.6,37.8,1.80620837416333,6.65598166387085,1063.27,2195.83,1573.75,8.64608439496538,42.0948961923975,6.73397540861592,21.6449216405548,111.821282933692,94.9070659238041,103.076191381934,10.0206451040025,13.5214355338331,0.517509436289083,75.4531158165616,12.1004167713207,3.18799546998867,14.2649348810872,21.46,1.20679935693045,257.137914751768,6.64377655970931,28.57142857,28.48837209,5.055611729,10.633010549906,6.5
28.5,51.1,39.7,2.61411908449003,5.7965249264779,1235.48,2345.67,1751.52,6.72582377211327,42.7244411367458,11.0828374819038,27.6183650474617,508.4224078028,383.889114254339,442.231660831028,12.3409521943923,22.9664362151185,0.508429950155707,113.013037845586,11.834946851547,5.71804688488026,13.0456776923165,21.81,1.03619523022867,174.564532261413,1.18089516988204,46.13686534,50.64935065,7.669172932,15.7971796726654,4.8
44.2,48.1,47.1,2.03457473767743,3.32048389572551,816.31,1486.27,1122.98,4.29922613929493,19.5448999656484,8.5593577872413,20.4601610178352,251.577295054418,149.545893067494,198.784007485571,6.31814789893164,19.1690169230243,0.155326869489873,58.0424302010163,11.3225079930071,5.37497959066069,11.8243308137804,20.61,0.68839908625054,283.971963341449,1.24011738682902,47.17847769,44.38943894,6.568516421,10.0527804948451,3.9
36.3,46.7,41,3.26750958943032,4.15541980394942,1091.9,2075.39,1549.4,5.58924155685783,23.4381314151782,9.99381073980104,22.4798235258081,244.893584861587,141.385520753549,192.235053187881,8.43656735081781,18.4481510899303,0.336013914929183,47.684474258466,11.6755576054512,6.00822312799245,13.7176726055924,18.29,0.847046725869907,793.491599018312,1.35187022045884,36.62790698,23.76237624,4.958677686,9.76880766561483,4.3
35.8,53,47,3.94978042122199,8.92162422356153,1045.8,2039.36,1502.83,6.63267831510172,32.7523686980933,11.5813616765009,33.7603870459882,271.260522064113,210.299888214855,238.633550860618,15.1295336787565,19.0010959762017,0.700046398424082,87.72955901275,11.9564021410587,5.00960315813555,11.6972318431147,16.67,0.75237292668527,358.416893664033,0.428690412032727,28.57142857,34.68468468,5.887600357,13.7621550752232,6.4
38.1,41.7,50.7,4.01012004752735,9.18793788667186,1073.45,1850.16,1426.6,5.03628504580243,40.9901801785746,11.1179491820712,20.4601610178352,414.138876270916,287.177397027646,348.446358767084,16.3690751534215,22.6904356486539,0.497268172319158,116.732904421593,12.6155042314172,5.41420298689424,14.3683836228792,18.27,0.925273207106042,959.444041074577,1.64278962197484,27.16049383,31.78294574,2.423378475,8.9010708143141,5.5
24.9,28.9,46.2,1.08314315882694,2.60567458019687,723.8,1433.26,1053.8,4.70670036236244,18.8379932579814,8.90889532953704,14.827122241016,275.025303740097,129.472726682413,200.551697666907,6.32661394118535,17.9477671894892,0.23215939951122,52.5480864564743,12.1827232088109,5.96530241012277,12.6048678570478,18.51,0.849487737046918,174.593279682029,1.69820551091058,27.01949861,21.82539683,4.228660924,9.23942214069663,3.5
39.9,40.6,50.2,3.55187080182359,5.69198536089705,970.75,2006.98,1440.93,9.40344542240277,49.7210098889564,8.90525683806607,25.3366651022574,169.180519280378,152.065860187142,159.18085182929,7.47344524168559,23.4303427148592,0.726719621429779,101.283538662689,11.5932146722155,5.91244795574583,14.011857998264,23.61,0.881760279570499,168.880554859975,0.641721788922895,17.6882662,19.46902655,3.928170595,9.70079886489281,7.4
28,35.9,47,1.17242216021265,2.37241774846416,747.82,1477.89,1081.89,1.9622211366227,15.6016584562939,7.15903670061787,15.5102850361159,213.597659286538,93.30086706831,152.994498842052,4.03603858594408,13.5425074400162,0.0863528030119858,33.9336071424392,10.3533322610048,5.20374389582203,11.2525773195876,19.45,0.698808661937364,438.399768501772,1.29209331785073,32.20892274,47.19101124,7.744360902,8.46756318964289,3.4
28.2,32.4,42,2.47353060503344,3.76918949338429,817.03,1666.84,1199.7,4.03130187336969,29.2271054340766,7.76588814283042,21.6449216405548,171.471500057606,145.377161672719,156.403129995618,6.42049643647088,14.2990123378877,0.20209714654375,49.794327776575,11.1114762286571,4.87718275523994,12.5859190757572,20.94,0.905997724983589,90.304572695181,3.69087434304826,53.4351145,54.62962963,9.309309309,6.71523807489397,4.4
40,50.2,45.9,2.45820748228117,4.61736295941864,892.73,1698.55,1267.79,10.6606942889138,28.5562762615755,8.50621929188673,17.7321878690112,403.789333456569,265.319340109269,334.02172313547,8.07971801573898,15.4439748321827,0.196111990643675,59.1522865418349,12.6902857415333,4.34864186127068,12.5773364508463,20.61,0.776482151632936,378.61072136478,1.76253805479891,30.35714286,28.84615385,5.042016807,9.03945193779151,4
